Maturity,Days_to_Expiry,Strike,ATM_Vol,Moneyness
2014-04-18,17.885,18.0,0.7032076213065562,1.0190275080814541
2014-05-16,45.99,18.0,0.9972870438963842,1.0190275080814541
2014-06-20,81.03,18.0,0.886234845251963,1.0190275080814541
2014-07-18,109.13499999999999,18.0,0.8943438118681024,1.0190275080814541
2014-08-15,136.875,18.0,0.8924969751898898,1.0190275080814541
2014-09-19,171.915,18.0,0.8591099081747886,1.0190275080814541
2014-10-17,200.02,18.0,0.8553099326707526,1.0190275080814541
2014-11-21,235.06,18.0,0.8434534188584926,1.0190275080814541
